image_lien,label,family,phylum,species,canonicalName,class,genus,order,width,height,red_color_mean,green_color_mean,blue_color_mean,all_color_mean
55224.jpg,Pluteus cervinus,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,320,240,115.25796875,100.605234375,98.85188802083331,104.90503038194444
55225.jpg,Pluteus cervinus,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,240,320,120.97627604166668,110.9739453125,112.18444010416668,114.71155381944445
55476.jpg,Lepista nuda,Tricholomataceae,Basidiomycota,Lepista nuda,Lepista nuda,Agaricomycetes,Lepista,Agaricales,320,291,137.02283075601375,127.1323990549828,120.45840850515464,128.20454610538374
55477.jpg,Lepista nuda,Tricholomataceae,Basidiomycota,Lepista nuda,Lepista nuda,Agaricomycetes,Lepista,Agaricales,320,240,123.6959765625,122.99861979166668,112.3423046875,119.6789670138889
55478.jpg,Lepista nuda,Tricholomataceae,Basidiomycota,Lepista nuda,Lepista nuda,Agaricomycetes,Lepista,Agaricales,320,240,60.58665364583333,66.30334635416666,52.645234375,59.84507812499999
55623.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,316,86.45807950949367,74.20491495253165,49.55530063291139,70.07276503164557
55624.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,285,56.3768201754386,49.55927631578948,30.79842105263158,45.57817251461989
55625.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,240,61.48087239583333,56.180377604166665,35.091822916666665,50.91769097222223
55626.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,305,97.96983606557376,81.58730532786885,66.05625,81.87113046448088
55627.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,240,111.57046875,96.19690104166666,73.70919270833333,93.82552083333331
55818.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,240,56.922604166666666,46.44095052083333,33.95584635416667,45.77313368055555
55819.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,315,76.25761904761904,61.71675595238095,46.263621031746034,61.41266534391534
55820.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,277,55.768129512635376,47.8379738267148,35.85386958483755,46.48665764139591
55821.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,251,65.96781623505976,52.87940737051793,39.87115288844622,52.90612549800797
55822.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,240,66.122421875,54.82927083333333,41.985390625,54.31236111111111
55823.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,240,44.702825520833336,38.657903645833336,30.892122395833333,38.08428385416667
55824.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,240,53.442799479166666,43.97743489583333,32.82110677083333,43.41378038194444
55825.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,289,320,61.520090830449824,50.00403330449827,38.95330882352941,50.1591443194925
55826.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,290,320,65.80340517241379,51.89196120689655,38.562219827586205,52.08586206896552
55827.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,240,78.3116796875,75.53114583333333,42.002591145833335,65.28180555555555
55828.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,240,24.780546875,29.63869791666667,13.717864583333334,22.71236979166667
55832.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,240,58.00186197916667,44.289127604166666,33.72119791666667,45.337395833333325
55833.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,240,46.31622395833333,35.926731770833335,27.338424479166665,36.52712673611111
55834.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,240,35.13059895833333,28.79688802083333,22.3388671875,28.755451388888886
55835.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,240,92.4708984375,80.55537760416667,58.981471354166665,77.33591579861111
55836.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,240,46.9977734375,36.8499609375,27.3541796875,37.067304687500005
55837.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,240,42.86805989583333,34.03032552083334,26.454440104166668,34.45094184027778
55838.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,240,49.00177083333333,38.59688802083333,26.983346354166667,38.19400173611111
55839.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,316,320,68.68394976265823,50.95941455696202,35.00409414556962,51.54915282172996
55840.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,240,320,72.627109375,57.645885416666665,41.57744791666666,57.283480902777775
55841.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,240,320,62.15721354166666,54.10375,40.88600260416667,52.38232204861111
55842.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,288,75.49943576388888,62.596592881944446,47.54545355902778,61.88049406828703
55849.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,240,69.790234375,69.79458333333334,40.213841145833335,59.93288628472222
55850.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,300,52.419,64.00060416666666,39.03244791666667,51.81735069444445
55851.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,274,76.54857436131387,72.03310903284671,55.526288777372265,68.03599072384428
55852.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,240,48.60587239583333,49.0125390625,33.2234765625,43.61396267361111
55853.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,272,60.25859375,52.11541819852941,33.98355928308823,48.78585707720588
55861.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,240,80.413671875,59.3673828125,41.62997395833333,60.47034288194444
55862.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,240,320,115.57807291666668,85.2096484375,63.200390625,87.99603732638889
55863.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,240,45.95986979166667,36.1352734375,29.607721354166667,37.234288194444446
55864.jpg,Psilocybe zapotecorum,Strophariaceae,Basidiomycota,Psilocybe zapotecorum,Psilocybe zapotecorum,Agaricomycetes,Psilocybe,Agaricales,320,240,30.897994791666665,24.968072916666667,21.883229166666663,25.916432291666663
55897.jpg,Ganoderma applanatum,Ganodermataceae,Basidiomycota,Ganoderma applanatum,Ganoderma applanatum,Agaricomycetes,Ganoderma,Polyporales,320,240,96.650625,84.21305989583334,75.53223958333334,85.46530815972221
55898.jpg,Ganoderma applanatum,Ganodermataceae,Basidiomycota,Ganoderma applanatum,Ganoderma applanatum,Agaricomycetes,Ganoderma,Polyporales,320,320,41.876572265625,41.320400390625,47.721943359375,43.639638671875
55968.jpg,Pleurotus ostreatus,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,320,240,94.724921875,94.16583333333334,93.408359375,94.0997048611111
55969.jpg,Pleurotus ostreatus,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,320,240,99.17555989583332,95.81830729166668,98.07942708333331,97.69109809027778
55970.jpg,Pleurotus ostreatus,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,320,240,77.094765625,80.09009114583333,74.034453125,77.07310329861112
55993.jpg,Pluteus cervinus,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,320,240,68.03546875,74.22529947916667,63.55063802083333,68.60380208333333
55994.jpg,Pluteus cervinus,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,320,240,110.2721484375,106.19998697916668,94.38885416666666,103.6203298611111
55995.jpg,Pluteus cervinus,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,320,240,76.53471354166666,74.95225260416667,57.746380208333335,69.74444878472222
56285.jpg,Boletus edulis,Boletaceae,Basidiomycota,Boletus edulis,Boletus edulis,Agaricomycetes,Boletus,Boletales,320,240,109.29798177083332,105.7301953125,94.104453125,103.04421006944445
56286.jpg,Boletus edulis,Boletaceae,Basidiomycota,Boletus edulis,Boletus edulis,Agaricomycetes,Boletus,Boletales,320,240,88.4233984375,95.91227864583334,92.3630859375,92.23292100694444
56343.jpg,Boletus edulis,Boletaceae,Basidiomycota,Boletus edulis,Boletus edulis,Agaricomycetes,Boletus,Boletales,320,240,101.11244791666668,101.85084635416666,97.54920572916669,100.17083333333332
56344.jpg,Boletus edulis,Boletaceae,Basidiomycota,Boletus edulis,Boletus edulis,Agaricomycetes,Boletus,Boletales,320,240,94.3134765625,96.43744791666668,94.95408854166666,95.23500434027778
56497.jpg,Lepista nuda,Tricholomataceae,Basidiomycota,Lepista nuda,Lepista nuda,Agaricomycetes,Lepista,Agaricales,320,248,106.23384576612904,105.70453629032258,104.09540070564516,105.34459425403226
56506.jpg,Lepista nuda,Tricholomataceae,Basidiomycota,Lepista nuda,Lepista nuda,Agaricomycetes,Lepista,Agaricales,320,240,140.38846354166665,142.81515625,145.1035546875,142.76905815972222
56882.jpg,Pleurotus ostreatus,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,241,320,74.65586099585062,73.48197614107883,60.0041234439834,69.38065352697095
56883.jpg,Pleurotus ostreatus,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,241,320,115.78314315352696,94.87977178423236,78.91563796680498,96.52618430152144
56884.jpg,Pleurotus ostreatus,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,320,241,111.48984699170124,113.89817168049792,91.16742738589213,105.51848201936376
56939.jpg,Boletus edulis group,Boletaceae,Basidiomycota,Boletus edulis,Boletus edulis,Agaricomycetes,Boletus,Boletales,320,240,70.38516927083333,52.06321614583333,35.525091145833336,52.657825520833335
56940.jpg,Boletus edulis group,Boletaceae,Basidiomycota,Boletus edulis,Boletus edulis,Agaricomycetes,Boletus,Boletales,320,240,91.33842447916666,69.42401041666666,51.39212239583333,70.71818576388888
57062.jpg,Boletus edulis,Boletaceae,Basidiomycota,Boletus edulis,Boletus edulis,Agaricomycetes,Boletus,Boletales,320,256,42.98975830078125,35.687939453125,23.545849609375,34.07451578776041
57175.jpg,Pleurotus ostreatus,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,256,320,73.99210205078126,62.14075927734375,42.90469970703125,59.679187011718746
57386.jpg,Pluteus cervinus,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,320,240,56.418828125,57.176796875,55.267200520833335,56.28760850694445
57387.jpg,Pluteus cervinus,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,240,320,90.987109375,96.65192708333332,87.5340234375,91.72435329861112
57388.jpg,Pluteus cervinus,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,320,240,94.91904947916667,90.00727864583334,79.193828125,88.04005208333332
57418.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,240,83.46108072916667,79.25166666666667,74.41791666666667,79.04355468749999
57701.jpg,Hypholoma fasciculare,Strophariaceae,Basidiomycota,Hypholoma fasciculare,Hypholoma fasciculare,Agaricomycetes,Hypholoma,Agaricales,320,240,94.98325520833332,97.95901041666669,85.24059895833334,92.7276215277778
57702.jpg,Hypholoma fasciculare,Strophariaceae,Basidiomycota,Hypholoma fasciculare,Hypholoma fasciculare,Agaricomycetes,Hypholoma,Agaricales,320,240,84.7015625,87.8299609375,76.05447916666667,82.86200086805555
57703.jpg,Hypholoma fasciculare,Strophariaceae,Basidiomycota,Hypholoma fasciculare,Hypholoma fasciculare,Agaricomycetes,Hypholoma,Agaricales,320,240,94.24091145833331,93.01821614583334,84.57494791666667,90.61135850694446
57721.jpg,Boletus edulis,Boletaceae,Basidiomycota,Boletus edulis,Boletus edulis,Agaricomycetes,Boletus,Boletales,320,256,109.8423583984375,98.98973388671877,62.66968994140625,90.50059407552084
57750.jpg,Hypholoma fasciculare,Strophariaceae,Basidiomycota,Hypholoma fasciculare,Hypholoma fasciculare,Agaricomycetes,Hypholoma,Agaricales,320,259,58.760243725868726,48.4058277027027,38.96958252895753,48.71188465250966
57789.jpg,Boletus edulis group,Boletaceae,Basidiomycota,Boletus edulis,Boletus edulis,Agaricomycetes,Boletus,Boletales,240,320,108.4825390625,80.80924479166667,54.82817708333334,81.37332031250001
57790.jpg,Boletus edulis group,Boletaceae,Basidiomycota,Boletus edulis,Boletus edulis,Agaricomycetes,Boletus,Boletales,320,240,147.4288671875,107.1080859375,58.34790364583333,104.29495225694444
57792.jpg,Boletus edulis group,Boletaceae,Basidiomycota,Boletus edulis,Boletus edulis,Agaricomycetes,Boletus,Boletales,320,240,114.86828125,91.63278645833331,61.70885416666667,89.40330729166665
57793.jpg,Boletus edulis group,Boletaceae,Basidiomycota,Boletus edulis,Boletus edulis,Agaricomycetes,Boletus,Boletales,240,320,113.01192708333332,87.85940104166667,62.98384114583333,87.95172309027777
58066.jpg,Boletus edulis group,Boletaceae,Basidiomycota,Boletus edulis,Boletus edulis,Agaricomycetes,Boletus,Boletales,320,240,67.81149739583333,55.5022265625,45.876015625,56.39657986111112
57886.jpg,Boletus edulis group,Boletaceae,Basidiomycota,Boletus edulis,Boletus edulis,Agaricomycetes,Boletus,Boletales,320,240,109.2851953125,82.73881510416666,60.470625,84.16487847222221
57887.jpg,Boletus edulis group,Boletaceae,Basidiomycota,Boletus edulis,Boletus edulis,Agaricomycetes,Boletus,Boletales,320,240,91.585859375,74.41579427083333,55.8078515625,73.93650173611111
57888.jpg,Boletus edulis group,Boletaceae,Basidiomycota,Boletus edulis,Boletus edulis,Agaricomycetes,Boletus,Boletales,320,240,129.47548177083334,98.5631640625,66.533359375,98.19066840277776
58099.jpg,Psilocybe cyanescens,Strophariaceae,Basidiomycota,Psilocybe cyanescens,Psilocybe cyanescens,Agaricomycetes,Psilocybe,Agaricales,320,250,134.4974,104.486475,81.5052,106.82969166666668
58100.jpg,Psilocybe cyanescens,Strophariaceae,Basidiomycota,Psilocybe cyanescens,Psilocybe cyanescens,Agaricomycetes,Psilocybe,Agaricales,320,233,139.53813036480688,108.0620037553648,86.82789699570816,111.47601037195994
58416.jpg,Psilocybe cyanescens,Strophariaceae,Basidiomycota,Psilocybe cyanescens,Psilocybe cyanescens,Agaricomycetes,Psilocybe,Agaricales,320,230,97.2123777173913,74.35264945652175,52.48211956521739,74.6823822463768
58417.jpg,Psilocybe cyanescens,Strophariaceae,Basidiomycota,Psilocybe cyanescens,Psilocybe cyanescens,Agaricomycetes,Psilocybe,Agaricales,320,252,64.44086061507936,50.03318452380952,32.910032242063494,49.12802579365079
58420.jpg,Psilocybe cyanescens,Strophariaceae,Basidiomycota,Psilocybe cyanescens,Psilocybe cyanescens,Agaricomycetes,Psilocybe,Agaricales,320,234,91.82931356837608,70.03946314102564,52.91790865384616,71.59556178774928
60325.jpg,Psilocybe cyanescens,Strophariaceae,Basidiomycota,Psilocybe cyanescens,Psilocybe cyanescens,Agaricomycetes,Psilocybe,Agaricales,320,240,55.26046875,61.674427083333335,47.52529947916667,54.82006510416667
60326.jpg,Psilocybe cyanescens,Strophariaceae,Basidiomycota,Psilocybe cyanescens,Psilocybe cyanescens,Agaricomycetes,Psilocybe,Agaricales,320,237,78.83184335443038,68.03893723628693,56.08983386075949,67.65353815049225
60327.jpg,Psilocybe cyanescens,Strophariaceae,Basidiomycota,Psilocybe cyanescens,Psilocybe cyanescens,Agaricomycetes,Psilocybe,Agaricales,242,320,95.25499741735536,88.9145402892562,74.42403150826446,86.19785640495867
61342.jpg,Psilocybe cyanescens,Strophariaceae,Basidiomycota,Psilocybe cyanescens,Psilocybe cyanescens,Agaricomycetes,Psilocybe,Agaricales,320,243,76.19196244855966,72.33926183127572,54.106751543209874,67.54599194101509
61343.jpg,Psilocybe cyanescens,Strophariaceae,Basidiomycota,Psilocybe cyanescens,Psilocybe cyanescens,Agaricomycetes,Psilocybe,Agaricales,320,246,96.40477642276424,88.45091463414634,67.94932672764227,84.26833926151762
61344.jpg,Psilocybe cyanescens,Strophariaceae,Basidiomycota,Psilocybe cyanescens,Psilocybe cyanescens,Agaricomycetes,Psilocybe,Agaricales,320,243,145.00644290123458,138.81207561728394,134.1420910493827,139.32020318930043
62816.jpg,Psilocybe cyanescens,Strophariaceae,Basidiomycota,Psilocybe cyanescens,Psilocybe cyanescens,Agaricomycetes,Psilocybe,Agaricales,320,241,50.72860477178424,65.61475622406638,55.87838433609959,57.407248443983406
62817.jpg,Psilocybe cyanescens,Strophariaceae,Basidiomycota,Psilocybe cyanescens,Psilocybe cyanescens,Agaricomycetes,Psilocybe,Agaricales,320,316,69.27898536392405,76.13346518987342,60.5014042721519,68.6379516086498
63079.jpg,Psilocybe cyanescens,Strophariaceae,Basidiomycota,Psilocybe cyanescens,Psilocybe cyanescens,Agaricomycetes,Psilocybe,Agaricales,320,241,85.00317686721992,77.54380186721991,53.76969657676349,72.10555843706778
58764.jpg,Ganoderma applanatum,Ganodermataceae,Basidiomycota,Ganoderma applanatum,Ganoderma applanatum,Agaricomycetes,Ganoderma,Polyporales,226,320,87.86027378318585,69.84735896017699,50.81359236725664,69.50707503687316
58767.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,311,320,101.9932073954984,86.77254823151125,73.91451969453377,87.56009177384779
58900.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,240,98.79106770833332,79.68692708333333,56.93029947916666,78.46943142361111
59467.jpg,Pluteus cervinus,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,320,240,112.6300390625,77.52529947916666,56.860690104166665,82.33867621527777
59468.jpg,Pluteus cervinus,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,320,240,135.1808984375,95.0215625,70.8395703125,100.34734375
59469.jpg,Pluteus cervinus,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,320,240,155.5633203125,112.3230859375,85.45342447916667,117.7799435763889
59470.jpg,Pluteus cervinus,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,320,240,112.51826822916668,78.33001302083333,54.011328125,81.61986979166667
59471.jpg,Boletus edulis,Boletaceae,Basidiomycota,Boletus edulis,Boletus edulis,Agaricomycetes,Boletus,Boletales,320,241,129.9921810165975,103.79910529045644,69.19338692946059,100.99489107883818
59472.jpg,Boletus edulis,Boletaceae,Basidiomycota,Boletus edulis,Boletus edulis,Agaricomycetes,Boletus,Boletales,241,320,175.43328578838174,175.12059128630705,164.22025414937758,171.5913770746888
59591.jpg,Clitocybe nuda,Tricholomataceae,Basidiomycota,Lepista nuda,Clitocybe nuda,Agaricomycetes,Lepista,Agaricales,320,240,116.70727864583333,98.89795572916668,76.85569010416667,97.4869748263889
59689.jpg,Ganoderma applanatum group,Ganodermataceae,Basidiomycota,Ganoderma applanatum,Ganoderma applanatum,Agaricomycetes,Ganoderma,Polyporales,320,240,99.16526041666668,77.8969921875,66.02274739583333,81.02833333333334
59690.jpg,Ganoderma applanatum group,Ganodermataceae,Basidiomycota,Ganoderma applanatum,Ganoderma applanatum,Agaricomycetes,Ganoderma,Polyporales,320,240,118.78889322916666,93.88877604166667,74.39345052083333,95.69037326388889
59692.jpg,Pluteus cervinus,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,320,214,87.3458820093458,70.90013142523364,56.54855432242991,71.59818925233644
59693.jpg,Pluteus cervinus,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,320,214,115.62146612149532,97.80623539719626,73.95058411214953,95.79276187694704
59694.jpg,Pluteus cervinus,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,320,214,95.99277161214954,87.07272196261682,77.61323014018691,86.89290790498444
59695.jpg,Pluteus cervinus,Pluteaceae,Basidiomycota,Pluteus cervinus,Pluteus cervinus,Agaricomycetes,Pluteus,Agaricales,320,214,139.98177570093458,122.04519567757008,102.08630257009344,121.37109131619935
59822.jpg,Hypholoma fasciculare,Strophariaceae,Basidiomycota,Hypholoma fasciculare,Hypholoma fasciculare,Agaricomycetes,Hypholoma,Agaricales,320,240,82.58614583333333,66.69932291666667,43.72440104166667,64.3366232638889
59823.jpg,Hypholoma fasciculare,Strophariaceae,Basidiomycota,Hypholoma fasciculare,Hypholoma fasciculare,Agaricomycetes,Hypholoma,Agaricales,320,240,91.35399739583332,80.41822916666666,50.777669270833336,74.18329861111111
60050.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,240,123.12208333333334,121.83907552083332,92.75326822916666,112.57147569444446
60051.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,240,125.25009114583334,117.80069010416666,96.9466796875,113.33248697916667
60052.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,240,131.31584635416667,133.63720052083335,116.10934895833331,127.02079861111112
89759.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,240,126.02140625,128.20713541666666,111.29305989583334,121.84053385416668
89760.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,240,131.0358463541667,119.0415625,37.570729166666666,95.88271267361112
60137.jpg,Clitocybe nuda,Tricholomataceae,Basidiomycota,Lepista nuda,Clitocybe nuda,Agaricomycetes,Lepista,Agaricales,320,214,104.18741238317756,88.53323598130841,67.87908878504673,86.86657904984423
60138.jpg,Clitocybe nuda,Tricholomataceae,Basidiomycota,Lepista nuda,Clitocybe nuda,Agaricomycetes,Lepista,Agaricales,320,214,124.496261682243,106.08960280373832,85.84323890186916,105.47636779595014
60139.jpg,Clitocybe nuda,Tricholomataceae,Basidiomycota,Lepista nuda,Clitocybe nuda,Agaricomycetes,Lepista,Agaricales,320,214,100.29037675233644,85.91447137850467,63.72767231308411,83.31084014797507
60140.jpg,Clitocybe nuda,Tricholomataceae,Basidiomycota,Lepista nuda,Clitocybe nuda,Agaricomycetes,Lepista,Agaricales,320,214,98.7482038551402,84.9172605140187,64.76147780373832,82.80898072429908
60527.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,240,123.58708333333334,92.0074609375,92.65298177083334,102.74917534722222
60530.jpg,Trametes versicolor,Polyporaceae,Basidiomycota,Trametes versicolor,Trametes versicolor,Agaricomycetes,Trametes,Polyporales,320,240,102.65932291666668,81.62078125,73.46001302083333,85.91337239583333
60582.jpg,Pleurotus ostreatus,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,320,214,87.46486565420561,79.05328563084112,65.60728679906542,77.37514602803738
60583.jpg,Pleurotus ostreatus,Pleurotaceae,Basidiomycota,Pleurotus ostreatus,Pleurotus ostreatus,Agaricomycetes,Pleurotus,Agaricales,320,214,113.12616822429906,113.57584696261682,84.34837908878505,103.68346475856698
